,bath,balcony,total_sqft_new,area_type_sq_feet,availability_maped,location_maped,size_sqft,society_maped
5741,5.0,3.0,2790.0,1300.0,46,525,1800.0,1800.0
5742,3.0,2.0,2010.0,1300.0,82,924,1800.0,349.0
5743,2.0,0.0,995.0,1100.0,82,433,900.0,
5744,2.0,2.0,1277.0,1100.0,82,1232,900.0,2664.0
5745,2.0,2.0,1236.0,1300.0,82,76,900.0,
5746,2.0,3.0,1265.0,1300.0,82,103,900.0,511.0
5747,,,525.0,1300.0,28,681,450.0,1617.0
5748,4.0,,2570.0,1100.0,82,489,2250.0,1354.0
5749,5.0,3.0,2400.0,1500.0,82,534,640.0,
5750,3.0,2.0,1442.0,1300.0,82,1108,1350.0,13.0
5751,2.0,2.0,1224.0,1300.0,82,144,900.0,35.0
5752,2.0,1.0,1205.0,1300.0,82,242,900.0,
5753,2.0,3.0,1233.0,1300.0,82,1041,900.0,18.0
5754,2.0,3.0,1312.0,1300.0,82,64,900.0,
5755,3.0,2.0,1449.0,1300.0,82,428,1350.0,843.0
5756,2.0,1.0,1090.0,1300.0,82,1308,900.0,1504.0
5757,5.0,0.0,2100.0,1500.0,82,653,800.0,
5758,2.0,3.0,1390.0,1300.0,82,1219,1350.0,
5759,2.0,3.0,1200.0,1300.0,82,589,900.0,2447.0
5760,2.0,2.0,600.0,1500.0,82,804,640.0,
5761,2.0,2.0,1000.0,1300.0,82,181,900.0,2797.0
5762,5.0,2.0,2400.0,1500.0,38,375,640.0,138.0
5763,3.0,1.0,1732.0,1300.0,65,1187,1350.0,312.0
5764,2.0,2.0,1290.0,1300.0,82,200,900.0,343.0
5765,3.0,3.0,1840.0,1300.0,82,819,1350.0,
5766,4.0,2.0,1917.0,1300.0,82,1187,1350.0,323.0
5767,2.0,2.0,1100.0,1100.0,82,261,900.0,1435.0
5768,2.0,3.0,1455.0,1300.0,82,741,1350.0,
5769,4.0,3.0,2774.0,1300.0,30,923,1800.0,991.0
5770,5.0,,1200.0,1500.0,82,518,800.0,
5771,2.0,2.0,1425.0,1300.0,82,6,1350.0,2192.0
5772,3.0,1.0,1655.0,1300.0,30,1296,1350.0,1723.0
5773,5.0,3.0,2805.0,1300.0,35,518,1800.0,1965.0
5774,7.0,3.0,600.0,1100.0,82,978,1120.0,
5775,2.0,1.0,1040.0,1300.0,82,86,900.0,
5776,2.0,1.0,1126.0,1300.0,82,103,900.0,
5777,4.0,1.0,1600.0,1500.0,82,721,960.0,
5778,2.0,1.0,1250.0,1300.0,82,525,900.0,
5779,4.0,2.0,1800.0,1500.0,82,1305,640.0,953.0
5780,2.0,0.0,1200.0,1500.0,82,661,320.0,
5781,3.0,1.0,2050.0,1100.0,82,149,1800.0,2661.0
5782,1.0,1.0,530.0,1300.0,82,1296,450.0,2606.0
5783,4.0,0.0,2585.5,1100.0,46,1075,640.0,408.0
5784,2.0,1.0,883.0,1300.0,82,667,900.0,1713.0
5785,2.0,2.0,1490.0,1300.0,82,1219,1350.0,
5786,2.0,2.0,1295.0,1300.0,82,1021,900.0,2006.0
5787,3.0,1.0,1275.0,1300.0,82,1129,1350.0,2506.0
5788,2.0,2.0,800.0,1300.0,82,395,900.0,
5789,1.0,0.0,1200.0,1300.0,82,375,450.0,
5790,2.0,1.0,1063.0,1300.0,82,242,900.0,1321.0
5791,1.0,1.0,656.0,1300.0,82,194,450.0,2349.0
5792,2.0,2.0,1125.0,1300.0,82,1095,900.0,
5793,2.0,1.0,881.0,1300.0,30,820,900.0,2624.0
5794,8.0,2.0,1350.0,1500.0,82,896,1440.0,
5795,1.0,1.0,700.0,1100.0,82,275,900.0,1669.0
5796,3.0,0.0,1936.0,1500.0,82,86,480.0,
5797,3.0,1.0,1680.0,1300.0,30,548,1350.0,1906.0
5798,2.0,2.0,1253.0,1300.0,82,1033,900.0,1215.0
5799,3.0,3.0,1640.0,1300.0,82,1009,1350.0,380.0
5800,3.0,2.0,1082.0,1300.0,82,860,1350.0,
5801,2.0,1.0,1065.0,1100.0,30,428,900.0,
5802,4.0,2.0,2100.0,1300.0,30,571,1350.0,513.0
5803,2.0,1.0,1070.0,1300.0,82,428,900.0,765.0
5804,3.0,2.0,1280.0,1300.0,15,1004,1350.0,
5805,5.0,2.0,1200.0,1500.0,28,72,800.0,
5806,2.0,1.0,1125.0,1100.0,29,430,900.0,2471.0
5807,3.0,2.0,1755.0,1300.0,82,1076,1350.0,
5808,2.0,1.0,1210.0,1300.0,82,428,900.0,548.0
5809,2.0,2.0,951.0,1300.0,39,1180,900.0,
5810,2.0,1.0,1500.0,1100.0,28,428,1350.0,765.0
5811,3.0,2.0,1652.5,1300.0,82,355,1350.0,2110.0
5812,2.0,2.0,1381.0,1300.0,82,1312,1350.0,924.0
5813,2.0,1.0,1085.0,1300.0,30,1296,900.0,288.0
5814,1.0,1.0,905.0,1300.0,28,1296,450.0,1723.0
5815,3.0,2.0,1685.0,1300.0,82,534,1350.0,1213.0
5816,2.0,2.0,1200.0,1300.0,82,1127,900.0,1318.0
5817,2.0,1.0,1151.0,1300.0,82,123,900.0,2782.0
5818,3.0,3.0,3532.0,1100.0,82,284,640.0,834.0
5819,3.0,2.0,1665.0,1300.0,82,681,1350.0,1741.0
5820,2.0,1.0,800.0,1100.0,82,708,900.0,1310.0
5821,2.0,1.0,1050.0,1100.0,82,310,320.0,
5822,2.0,2.0,1030.0,1300.0,82,1020,900.0,92.0
5823,2.0,1.0,1257.0,1300.0,82,542,900.0,1071.0
5824,3.0,2.0,1600.0,1300.0,30,1296,1350.0,288.0
5825,3.0,3.0,1465.0,1300.0,82,346,1350.0,772.0
5826,3.0,2.0,1650.0,1300.0,82,599,1350.0,872.0
5827,2.0,2.0,1243.0,1300.0,82,518,900.0,
5828,1.0,1.0,680.0,1100.0,82,1306,320.0,
5829,4.0,2.0,1230.0,1500.0,29,1296,640.0,
5830,2.0,2.0,1300.0,1300.0,82,733,900.0,1009.0
5831,2.0,1.0,1000.0,1100.0,82,642,900.0,918.0
5832,2.0,1.0,1146.0,1300.0,82,794,900.0,1470.0
5833,6.0,3.0,1200.0,1300.0,82,529,2700.0,
5834,4.0,,2601.0,1300.0,35,576,1350.0,
5835,3.0,2.0,2159.0,1300.0,82,1276,1350.0,1605.0
5836,2.0,2.0,1255.0,1300.0,82,1296,900.0,1995.0
5837,2.0,2.0,1130.0,1300.0,82,526,900.0,2811.0
5838,2.0,1.0,1200.0,1300.0,82,937,900.0,2177.0
5839,2.0,1.0,1040.0,1100.0,82,1076,900.0,23.0
5840,8.0,2.0,1500.0,1500.0,82,1176,1280.0,
5841,3.0,2.0,906.0,1500.0,82,293,640.0,
5842,2.0,1.0,1180.0,1300.0,82,1219,900.0,2213.0
5843,7.0,2.0,1200.0,1500.0,82,1215,1120.0,
5844,7.0,2.0,850.0,1500.0,82,480,960.0,
5845,2.0,3.0,1200.0,1300.0,82,642,900.0,
5846,3.0,2.0,1374.0,1100.0,82,1076,1350.0,1218.0
5847,10.0,3.0,4700.0,1300.0,82,1257,4050.0,
5848,1.0,0.0,630.5,1300.0,42,1296,450.0,841.0
5849,2.0,0.0,2400.0,1500.0,82,16,480.0,
5850,2.0,2.0,1027.0,1300.0,82,518,900.0,
5851,4.0,,1200.0,1500.0,82,583,800.0,
5852,4.0,2.0,2384.0,1300.0,82,604,1350.0,2554.0
5853,2.0,2.0,1033.0,1300.0,41,428,1350.0,
5854,2.0,1.0,1200.0,1300.0,82,1305,900.0,1471.0
5855,3.0,2.0,2017.0,1100.0,82,518,1350.0,1413.0
5856,3.0,2.0,1500.0,1500.0,82,1000,480.0,
5857,2.0,0.0,700.0,1300.0,82,666,900.0,
5858,6.0,2.0,1150.0,1500.0,82,1096,960.0,
5859,2.0,2.0,1495.0,1300.0,82,681,1350.0,
5860,2.0,1.0,1302.0,1300.0,82,736,900.0,
5861,1.0,1.0,905.0,1100.0,35,1296,450.0,1723.0
5862,2.0,1.0,1303.0,1300.0,82,1004,900.0,853.0
5863,3.0,0.0,1350.0,1100.0,82,433,1350.0,
5864,2.0,2.0,1380.0,1300.0,82,477,1350.0,1952.0
5865,3.0,1.0,1620.0,1300.0,82,521,1350.0,2209.0
5866,4.0,3.0,4800.0,1100.0,82,312,640.0,
5867,2.0,1.0,1000.0,1300.0,82,1076,900.0,1251.0
5868,4.0,0.0,800.0,1500.0,82,1024,480.0,
5869,1.0,1.0,1250.0,1300.0,28,1187,900.0,
5870,3.0,3.0,1750.0,1100.0,82,53,1350.0,
5871,3.0,2.0,997.0,1300.0,82,131,1350.0,
5872,3.0,,1760.0,1300.0,7,736,1350.0,2325.0
5873,2.0,2.0,1322.0,1300.0,82,1305,900.0,1775.0
5874,3.0,0.0,1365.0,1500.0,82,672,480.0,
5875,3.0,2.0,1500.0,1300.0,82,1061,1350.0,908.0
5876,2.0,2.0,1256.0,1300.0,82,653,1350.0,1322.0
5877,2.0,2.0,941.0,1300.0,82,284,900.0,1465.0
5878,4.0,3.0,5000.0,1500.0,82,375,640.0,2277.0
5879,3.0,2.0,1665.0,1300.0,82,681,1350.0,1741.0
5880,2.0,,1414.0,1300.0,82,534,900.0,441.0
5881,2.0,3.0,1270.0,1300.0,82,334,1350.0,
5882,2.0,2.0,800.0,1500.0,82,792,480.0,
5883,3.0,0.0,4100.0,1500.0,82,708,640.0,
5884,3.0,,1800.0,1100.0,82,834,960.0,
5885,2.0,0.0,850.0,1100.0,82,951,900.0,
5886,1.0,1.0,712.0,1300.0,70,681,450.0,824.0
5887,5.0,0.0,2648.0,1300.0,18,1009,1800.0,1692.0
5888,4.0,2.0,900.0,1500.0,82,232,480.0,
5889,2.0,0.0,900.0,1500.0,82,1176,320.0,
5890,2.0,1.0,1200.0,1300.0,82,525,900.0,2580.0
5891,1.0,1.0,654.0,1300.0,82,708,450.0,
5892,1.0,1.0,708.0,1300.0,82,954,900.0,
5893,5.0,3.0,600.0,1500.0,82,1121,640.0,
5894,3.0,3.0,1680.0,1100.0,82,1300,1350.0,2024.0
5895,2.0,2.0,990.0,1300.0,82,598,900.0,
5896,2.0,1.0,1380.0,1300.0,82,1219,900.0,2507.0
5897,2.0,2.0,1088.0,1300.0,36,525,900.0,189.0
5898,3.0,2.0,1414.0,1300.0,82,521,1350.0,2828.0
5899,2.0,1.0,1240.0,1100.0,82,1094,900.0,
5900,3.0,3.0,1810.0,1100.0,82,447,1350.0,
5901,3.0,2.0,2005.0,1300.0,42,59,1350.0,
5902,2.0,2.0,1185.0,1300.0,82,736,900.0,
5903,3.0,2.0,1200.0,1500.0,38,1296,480.0,
5904,2.0,1.0,1070.0,1300.0,82,428,900.0,765.0
5905,2.0,1.0,1265.0,1300.0,82,1108,900.0,1271.0
5906,2.0,1.0,1100.0,1100.0,82,1061,900.0,
5907,2.0,2.0,1035.0,1100.0,82,440,900.0,2239.0
5908,1.0,0.0,614.5,1300.0,82,1131,450.0,2259.0
5909,2.0,1.0,1000.0,1100.0,82,42,900.0,
5910,2.0,2.0,1179.0,1300.0,82,527,900.0,
5911,3.0,1.0,1650.0,1300.0,82,1284,1350.0,1676.0
5912,4.0,3.0,2800.0,1500.0,82,808,960.0,
5913,6.0,2.0,3500.0,1500.0,82,769,1280.0,
5914,3.0,1.0,1430.0,1100.0,82,870,1350.0,
5915,2.0,2.0,1130.0,1300.0,82,820,1350.0,2579.0
5916,2.0,,1850.0,1300.0,82,589,1350.0,2516.0
5917,3.0,2.0,1340.0,1300.0,82,530,1350.0,
5918,,,4334.0,1300.0,82,1076,1800.0,1092.0
5919,2.0,0.0,600.0,1500.0,82,879,320.0,
5920,5.0,2.0,2582.0,1300.0,82,200,1350.0,1630.0
5921,2.0,1.0,1160.0,1300.0,82,314,900.0,
5922,2.0,1.0,1200.0,1100.0,82,528,160.0,
5923,2.0,1.0,1116.0,1100.0,29,1011,900.0,
5924,2.0,1.0,600.0,1500.0,82,873,480.0,
5925,4.0,1.0,2663.0,1300.0,82,1074,1350.0,2366.0
5926,2.0,2.0,1090.0,1100.0,82,383,900.0,388.0
5927,2.0,1.0,1100.0,1300.0,82,589,900.0,552.0
5928,2.0,1.0,1365.0,1300.0,29,671,1350.0,519.0
5929,3.0,2.0,1484.0,1300.0,55,1263,1350.0,2026.0
5930,3.0,2.0,1630.0,1300.0,82,485,1350.0,1693.0
5931,2.0,2.0,1451.0,1300.0,36,1296,1350.0,1953.0
5932,2.0,1.0,1330.0,1300.0,45,681,900.0,2284.0
5933,3.0,2.0,2127.0,1300.0,82,1187,1350.0,1419.0
5934,5.0,3.0,875.0,1500.0,82,95,800.0,
5935,4.0,2.0,1260.0,1500.0,82,511,640.0,
5936,2.0,2.0,1173.0,1300.0,82,1076,1350.0,1218.0
5937,2.0,1.0,1445.0,1300.0,82,433,1350.0,
5938,4.0,1.0,2250.0,1300.0,82,614,1800.0,
5939,4.0,2.0,1500.0,1500.0,30,222,480.0,1771.0
5940,3.0,0.0,2336.5,1300.0,37,1187,1350.0,312.0
5941,2.0,1.0,1197.0,1300.0,82,589,900.0,1196.0
5942,4.0,1.0,1200.0,1500.0,82,47,640.0,
5943,7.0,,3930.0,1300.0,82,1076,2250.0,1252.0
5944,3.0,3.0,1450.0,1300.0,82,681,1350.0,987.0
5945,2.0,1.0,1187.0,1300.0,82,1296,900.0,1953.0
5946,6.0,3.0,4000.0,1500.0,82,1300,960.0,
5947,2.0,2.0,1050.0,1300.0,29,314,900.0,
5948,2.0,2.0,1370.0,1300.0,36,944,1350.0,2084.0
5949,2.0,2.0,1036.0,1300.0,82,1305,900.0,1777.0
5950,3.0,2.0,1275.0,1300.0,34,589,1350.0,
5951,3.0,2.0,2010.0,1300.0,82,924,1800.0,349.0
5952,2.0,2.0,1418.0,1300.0,82,1192,900.0,
5953,2.0,2.0,1265.0,1300.0,82,1187,900.0,1369.0
5954,3.0,2.0,1576.0,1300.0,82,123,1350.0,2782.0
5955,2.0,1.0,1148.0,1300.0,82,392,900.0,
5956,2.0,1.0,1000.0,1300.0,82,486,900.0,1303.0
5957,2.0,2.0,1293.0,1300.0,82,741,1350.0,1217.0
5958,2.0,0.0,1200.0,1500.0,36,1176,480.0,
5959,2.0,3.0,1210.0,1300.0,82,855,900.0,1075.0
5960,2.0,1.0,1126.0,1100.0,82,505,900.0,2467.0
5961,4.0,1.0,1840.0,1100.0,82,1074,1350.0,
5962,2.0,0.0,1440.0,1100.0,82,1257,1350.0,542.0
5963,2.0,2.0,1300.0,1100.0,82,1024,1350.0,2092.0
5964,2.0,2.0,1276.0,1300.0,82,1187,900.0,323.0
5965,4.0,2.0,600.0,1500.0,82,463,960.0,
5966,2.0,1.0,1216.0,1300.0,82,1296,900.0,1723.0
5967,1.0,0.0,840.0,1300.0,28,823,450.0,
5968,5.0,3.0,1240.0,1500.0,82,1085,800.0,
5969,2.0,2.0,1126.0,1100.0,82,1129,900.0,2506.0
5970,1.0,0.0,45.0,1500.0,82,860,160.0,
5971,2.0,0.0,1162.0,1300.0,36,1004,900.0,415.0
5972,2.0,2.0,1301.0,1300.0,82,1296,900.0,1499.0
5973,1.0,1.0,658.0,1300.0,42,375,450.0,2048.0
5974,3.0,1.0,1350.0,1500.0,82,1061,480.0,
5975,3.0,2.0,2500.0,1300.0,82,1296,1350.0,2590.0
5976,1.0,1.0,839.9079300726,1100.0,82,33,450.0,1523.0
5977,3.0,2.0,1208.51,1100.0,82,312,1350.0,2705.0
5978,2.0,2.0,1133.0,1300.0,82,1004,900.0,853.0
5979,2.0,1.0,1760.0,1300.0,82,1105,1350.0,1173.0
5980,2.0,1.0,1075.0,1300.0,82,275,1350.0,1669.0
5981,2.0,1.0,940.0,1300.0,82,1075,900.0,571.0
5982,2.0,2.0,1145.0,1300.0,82,188,900.0,385.0
5983,2.0,0.0,1302.5,1300.0,82,222,900.0,1962.0
5984,5.0,1.0,3900.0,1100.0,82,998,640.0,2027.0
5985,5.0,0.0,3317.5,1300.0,82,927,1800.0,1968.0
5986,2.0,2.0,1300.0,1100.0,82,370,900.0,
5987,4.0,3.0,2475.0,1300.0,82,807,1350.0,2128.0
5988,3.0,,2040.0,1300.0,82,71,1350.0,1902.0
5989,1.0,0.0,1200.0,1100.0,82,551,160.0,
5990,4.0,1.0,2420.0,1500.0,82,621,640.0,
5991,2.0,1.0,1216.0,1100.0,82,1199,900.0,2167.0
5992,2.0,1.0,1459.0,1300.0,82,1208,1350.0,2311.0
5993,2.0,0.0,1622.0,1300.0,82,599,1350.0,2347.0
5994,3.0,2.0,1843.0,1300.0,82,681,1350.0,1741.0
5995,2.0,1.0,1274.0,1300.0,56,188,900.0,515.0
5996,1.0,1.0,600.0,1500.0,82,336,320.0,
5997,2.0,1.0,1430.0,1300.0,82,806,1350.0,1079.0
5998,2.0,0.0,1800.0,1500.0,82,670,640.0,
5999,2.0,2.0,1565.0,1300.0,82,238,1350.0,613.0
6000,3.0,2.0,1670.0,1300.0,82,5,1350.0,2350.0
6001,3.0,2.0,1695.0,1300.0,82,766,1350.0,1887.0
6002,2.0,2.0,1410.0,1300.0,82,106,900.0,929.0
6003,2.0,3.0,1060.0,1300.0,82,708,900.0,
6004,2.0,2.0,1120.0,1100.0,82,1076,900.0,
6005,2.0,0.0,880.0,1500.0,82,548,320.0,
6006,2.0,1.0,1083.0,1300.0,42,604,900.0,526.0
6007,3.0,3.0,1435.0,1300.0,82,392,1350.0,
6008,2.0,2.0,1425.0,1300.0,82,400,1350.0,
6009,2.0,3.0,900.0,1300.0,82,147,900.0,444.0
6010,5.0,2.0,2400.0,1100.0,31,434,2250.0,
6011,1.0,1.0,693.0,1100.0,65,1187,450.0,312.0
6012,3.0,1.0,600.0,1500.0,82,706,480.0,
6013,4.0,3.0,2435.0,1300.0,54,428,1800.0,1103.0
6014,3.0,2.0,1920.0,1300.0,29,571,1350.0,513.0
6015,1.0,1.0,630.0,1300.0,35,428,450.0,1621.0
6016,2.0,1.0,1075.0,1300.0,82,275,1350.0,1669.0
6017,5.0,0.0,1200.0,1500.0,82,561,800.0,
6018,1.0,1.0,705.0,1300.0,82,878,450.0,1765.0
6019,2.0,2.0,1200.0,1300.0,30,1142,1350.0,
6020,2.0,2.0,1532.0,1300.0,82,794,900.0,1.0
6021,2.0,1.0,1330.0,1300.0,82,1020,900.0,1768.0
6022,3.0,1.0,1200.0,1500.0,82,51,640.0,
6023,2.0,2.0,1530.0,1100.0,82,1076,1350.0,1460.0
6024,2.0,2.0,1105.0,1300.0,82,687,900.0,
6025,2.0,0.0,1566.0,1500.0,82,33,320.0,
6026,3.0,1.0,1630.0,1300.0,33,521,1350.0,2209.0
6027,2.0,1.0,1256.0,1100.0,82,66,900.0,
6028,6.0,2.0,1200.0,1100.0,82,200,2700.0,795.0
6029,2.0,3.0,1595.0,1100.0,82,284,1350.0,2122.0
6030,2.0,2.0,1000.0,1300.0,82,76,900.0,895.0
6031,2.0,2.0,1475.0,1300.0,82,958,1350.0,
6032,5.0,3.0,2400.0,1500.0,36,1320,800.0,
6033,2.0,1.0,1000.0,1300.0,36,430,900.0,2471.0
6034,4.0,1.0,2360.0,1500.0,82,23,640.0,
6035,2.0,3.0,1737.0,1300.0,82,1219,1350.0,
6036,2.0,1.0,1000.0,1300.0,29,430,900.0,2471.0
6037,4.0,2.0,2100.0,1300.0,82,899,1800.0,
6038,6.0,1.0,3600.0,1100.0,82,551,1280.0,
6039,2.0,1.0,883.0,1100.0,82,860,900.0,1624.0
6040,2.0,2.0,1243.0,1300.0,82,518,900.0,
6041,2.0,3.0,1776.0,1300.0,82,183,1350.0,1811.0
6042,2.0,1.0,1347.0,1300.0,42,134,1350.0,525.0
6043,2.0,2.0,1330.0,1300.0,82,1296,1350.0,1048.0
6044,2.0,1.0,600.0,1500.0,82,1085,320.0,
6045,4.0,3.0,3730.0,1100.0,82,1009,1800.0,
6046,3.0,2.0,1459.0,1300.0,82,521,1350.0,2324.0
6047,5.0,2.0,2259.0,1300.0,42,1187,1800.0,312.0
6048,4.0,1.0,2700.0,1100.0,82,589,1120.0,
6049,2.0,2.0,1008.0,1300.0,82,489,900.0,
6050,2.0,2.0,1200.0,1300.0,82,866,900.0,2698.0
6051,4.0,1.0,2328.0,1300.0,36,1235,1800.0,615.0
6052,7.0,3.0,600.0,1500.0,82,180,1120.0,
6053,1.0,1.0,660.0,1300.0,82,428,900.0,970.0
6054,2.0,2.0,1800.0,1300.0,82,1009,1350.0,380.0
6055,4.0,3.0,3100.0,1300.0,82,1009,1800.0,380.0
6056,2.0,0.0,1405.0,1300.0,41,1305,900.0,1950.0
6057,1.0,1.0,602.0,1300.0,36,1305,450.0,1638.0
6058,3.0,2.0,1710.0,1300.0,82,820,1350.0,238.0
6059,2.0,3.0,1500.0,1300.0,82,589,1350.0,59.0
6060,3.0,2.0,1539.0,1100.0,82,466,1350.0,2660.0
6061,3.0,1.0,806.0,1500.0,82,438,960.0,
6062,2.0,1.0,1100.0,1300.0,54,627,1350.0,1617.0
6063,2.0,1.0,1151.0,1300.0,82,1004,900.0,853.0
6064,2.0,1.0,920.0,1300.0,82,369,900.0,
6065,3.0,3.0,1350.0,1300.0,82,692,1350.0,1695.0
6066,2.0,2.0,1200.0,1300.0,82,222,900.0,2194.0
6067,2.0,1.0,1265.0,1300.0,82,1187,900.0,
6068,6.0,2.0,600.0,1500.0,82,316,1280.0,
6069,3.0,2.0,1700.0,1300.0,28,1076,1350.0,1738.0
6070,3.0,0.0,1600.0,1100.0,82,1024,480.0,
6071,4.0,1.0,1550.0,1100.0,82,62,640.0,
6072,3.0,3.0,1560.0,1100.0,82,978,1350.0,2242.0
6073,5.0,3.0,1000.0,1500.0,32,545,960.0,
6074,2.0,2.0,1243.0,1300.0,82,518,900.0,1785.0
6075,4.0,1.0,1200.0,1500.0,82,1004,640.0,
6076,3.0,1.0,1403.0,1300.0,82,1076,1350.0,206.0
6077,2.0,1.0,1010.0,1300.0,82,400,900.0,
6078,3.0,1.0,1416.0,1300.0,82,1208,1350.0,2072.0
6079,2.0,2.0,1628.0,1300.0,82,681,900.0,
6080,4.0,2.0,1660.4,1500.0,82,310,640.0,
6081,3.0,2.0,1680.0,1300.0,82,76,1350.0,666.0
6082,3.0,3.0,1595.0,1300.0,82,406,1350.0,1705.0
6083,2.0,3.0,1507.0,1300.0,82,681,1350.0,1478.0
6084,3.0,,2560.0,1300.0,82,439,1350.0,1704.0
6085,3.0,1.0,1949.0,1300.0,82,534,1350.0,2080.0
6086,2.0,1.0,800.0,1500.0,82,181,320.0,
6087,2.0,1.0,1000.0,1100.0,30,430,900.0,2471.0
6088,2.0,1.0,905.0,1300.0,58,1130,900.0,
6089,3.0,2.0,2480.0,1300.0,82,551,1350.0,2556.0
6090,3.0,,1495.0,1300.0,82,299,1350.0,
6091,3.0,3.0,1605.0,1300.0,82,655,1350.0,
6092,2.0,1.0,1290.0,1100.0,82,276,900.0,
6093,2.0,1.0,1100.0,1300.0,82,1305,900.0,1835.0
6094,6.0,0.0,2100.0,1300.0,82,1275,2700.0,
6095,2.0,1.0,995.0,1300.0,82,433,900.0,
6096,2.0,1.0,500.0,1500.0,82,208,320.0,
6097,4.0,3.0,3526.0,1300.0,82,1009,1800.0,1595.0
6098,2.0,2.0,1425.0,1300.0,82,477,1350.0,172.0
6099,2.0,2.0,1455.0,1300.0,82,182,1350.0,
6100,1.0,1.0,550.0,1300.0,82,606,450.0,1690.0
6101,2.0,2.0,1385.0,1300.0,82,1219,1350.0,2213.0
6102,4.0,,7000.0,1500.0,82,1275,640.0,
6103,3.0,0.0,4000.0,1300.0,82,1142,2250.0,
6104,2.0,1.0,1060.0,1300.0,36,470,900.0,
6105,2.0,2.0,1080.0,1300.0,82,86,1350.0,
6106,3.0,2.0,1783.0,1100.0,82,500,1350.0,797.0
6107,2.0,2.0,1520.0,1300.0,35,518,1350.0,1965.0
6108,2.0,1.0,1060.0,1300.0,82,1076,900.0,2143.0
6109,2.0,1.0,1267.0,1300.0,82,1004,900.0,853.0
6110,2.0,2.0,1155.0,1300.0,82,1296,900.0,
6111,3.0,2.0,2500.0,1100.0,82,686,480.0,479.0
6112,2.0,1.0,1240.0,1300.0,82,222,900.0,1227.0
6113,3.0,2.0,1570.0,1300.0,82,470,1350.0,1220.0
6114,2.0,1.0,1019.0,1300.0,82,862,900.0,
6115,3.0,3.0,1355.0,1300.0,82,1296,900.0,2754.0
6116,3.0,2.0,1537.0,1300.0,82,146,1350.0,
6117,5.0,3.0,4075.0,1300.0,82,1296,1800.0,2606.0
6118,3.0,3.0,1550.0,1300.0,82,1004,1350.0,853.0
6119,2.0,1.0,1100.0,1100.0,82,1004,900.0,1464.0
6120,3.0,2.0,1750.0,1300.0,82,5,1350.0,2350.0
6121,2.0,2.0,1466.0,1300.0,35,81,900.0,863.0
6122,3.0,2.0,1550.0,1300.0,82,994,1350.0,2364.0
6123,4.0,3.0,2300.0,1300.0,82,103,1350.0,511.0
6124,1.0,1.0,540.0,1300.0,41,706,450.0,2646.0
6125,3.0,2.0,950.0,1500.0,82,78,480.0,897.0
6126,7.0,1.0,2800.0,1100.0,82,311,1120.0,
6127,2.0,3.0,1020.0,1300.0,82,1117,900.0,
6128,3.0,2.0,2880.0,1300.0,82,362,1350.0,1161.0
6129,4.0,2.0,1987.0,1300.0,82,525,1350.0,1641.0
6130,2.0,1.0,1305.0,1300.0,82,542,900.0,1071.0
6131,3.0,1.0,2100.0,1100.0,82,1075,640.0,
6132,2.0,1.0,1125.0,1100.0,30,428,900.0,
6133,2.0,2.0,1225.0,1300.0,82,546,900.0,
6134,2.0,1.0,1255.0,1300.0,82,530,900.0,
6135,2.0,1.0,1191.0,1300.0,82,788,900.0,
6136,6.0,2.0,3600.0,1500.0,82,1219,960.0,
6137,2.0,1.0,1165.0,1100.0,30,428,900.0,
6138,2.0,1.0,865.0,1300.0,28,646,900.0,
6139,2.0,2.0,1850.0,1300.0,82,872,1350.0,
6140,1.0,1.0,497.0,1300.0,82,826,900.0,227.0
6141,2.0,2.0,1232.0,1300.0,47,534,900.0,1736.0
6142,3.0,3.0,1732.0,1300.0,72,1187,1350.0,312.0
6143,2.0,1.0,1614.0,1300.0,82,1305,1350.0,1775.0
6144,1.0,1.0,600.0,1100.0,82,793,900.0,995.0
6145,4.0,2.0,2072.0,1300.0,82,1192,1350.0,1722.0
6146,2.0,2.0,919.0,1300.0,82,428,900.0,973.0
6147,4.0,1.0,2100.0,1100.0,82,1106,640.0,
6148,3.0,1.0,672.0,1100.0,82,1096,1800.0,
6149,6.0,3.0,800.0,1100.0,82,584,3600.0,
6150,3.0,1.0,1200.0,1500.0,82,826,480.0,197.0
6151,5.0,,2849.0,1300.0,82,916,1800.0,2318.0
6152,2.0,2.0,1000.0,1100.0,82,389,900.0,1360.0
6153,2.0,1.0,1216.0,1300.0,82,1296,900.0,1723.0
6154,4.0,2.0,2245.0,1300.0,82,778,1800.0,2303.0
6155,3.0,1.0,1476.0,1300.0,31,222,1350.0,291.0
6156,3.0,2.0,1852.0,1300.0,82,115,1350.0,2292.0
6157,2.0,2.0,1225.0,1300.0,29,1211,900.0,
6158,3.0,1.0,1597.0,1300.0,82,944,1350.0,2267.0
6159,4.0,3.0,2423.0,1300.0,42,599,1350.0,417.0
6160,2.0,1.0,1152.0,1300.0,47,820,900.0,1636.0
6161,3.0,2.0,1762.0,1300.0,82,521,1350.0,
6162,3.0,2.0,1400.0,1500.0,82,671,480.0,589.0
6163,2.0,2.0,1530.0,1300.0,82,994,1350.0,2364.0
6164,6.0,3.0,2400.0,1500.0,82,909,960.0,
6165,2.0,2.0,1185.0,1300.0,82,1004,900.0,853.0
6166,3.0,2.0,1890.0,1300.0,36,1305,1350.0,1374.0
6167,2.0,2.0,1247.0,1300.0,82,1232,1350.0,
6168,4.0,,700.0,1500.0,82,31,1280.0,
