,area_type,availability,location,size,society,total_sqft,bath,balcony,price
510,Built-up  Area,18-May,Raja Rajeshwari Nagar,2 BHK,Prllsan,1168,2.0,1.0,60.812738080992894
511,Super built-up  Area,Ready To Move,MS Pallya,2 BHK,,1200,2.0,0.0,60.56985667834224
512,Plot  Area,Ready To Move,Canara Bank Colony,9 Bedroom,,1650,9.0,3.0,253.5115027681196
513,Super built-up  Area,Ready To Move,Cunningham Road,4 BHK,,5400,4.0,3.0,946.9743214094183
514,Plot  Area,Ready To Move,Old Madras Road,9 Bedroom,,750,9.0,3.0,109.53541561621506
515,Super built-up  Area,Ready To Move,Hosa Road,2 BHK,SSaleRo,1025,2.0,1.0,41.35779567033556
516,Super built-up  Area,18-Dec,Hebbal,3 BHK,SNontle,2526,3.0,2.0,219.41466485166308
517,Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1853,3.0,2.0,129.02928870486224
518,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Kuownri,905,2.0,2.0,44.71188158518368
519,Plot  Area,Ready To Move,Hulimavu,5 Bedroom,,1500,5.0,3.0,171.86718497166268
520,Super built-up  Area,18-Dec,Hebbal,3 BHK,Cehosy ,3485,5.0,2.0,295.5002418210614
521,Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,35.23498303341164
522,Super built-up  Area,Ready To Move,Banashankari,3 BHK,V2anags,1440,2.0,,68.59267397643293
523,Super built-up  Area,Ready To Move,Hosur Road,4 BHK,Saageat,2800,4.0,2.0,228.3827703944833
524,Super built-up  Area,Ready To Move,Anekal,2 BHK,,732,1.0,2.0,28.490571354338364
525,Plot  Area,Ready To Move,Kothannur,4 Bedroom,,1200,5.0,,172.66928251754663
526,Super built-up  Area,Ready To Move,Hosapalya,9 BHK,,3000,9.0,,193.34644484144326
527,Super built-up  Area,Ready To Move,KR Puram,2 BHK,Hivesdr,950,2.0,1.0,41.21299875833455
528,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,2.0,59.70499225266295
529,Plot  Area,Ready To Move,Hegganahalli,3 Bedroom,,700,2.0,2.0,59.638419356690385
530,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,56.489374172678275
531,Super built-up  Area,18-Nov,manyata park,2 BHK,,1300,2.0,1.0,71.08120068726369
532,Super built-up  Area,Ready To Move,Tindlu,2 BHK,Alubys ,1166,2.0,2.0,57.196067201125715
533,Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,2 BHK,,1055,2.0,1.0,54.416714982311646
534,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,73.90053967697226
535,Built-up  Area,Ready To Move,Banashankari Stage III,2 BHK,DatroGo,1270,2.0,2.0,77.46757800234944
536,Super built-up  Area,Ready To Move,Vignana Nagar,9 BHK,,1500,7.0,,122.64032405124192
537,Plot  Area,Ready To Move,Battarahalli,4 Bedroom,,1200,3.0,1.0,108.31441292024155
538,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1164,2.0,2.0,49.028682159532345
539,Super built-up  Area,Ready To Move,Maruthi Nagar,3 BHK,,1447,2.0,2.0,65.62561518263227
540,Plot  Area,18-Aug,soukya road,3 Bedroom,,1500,3.0,1.0,96.92982128476153
541,Plot  Area,Ready To Move,Nobo Nagar,3 Bedroom,,1600,3.0,0.0,120.58430824960604
542,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJinele,1198,2.0,2.0,57.91804469045192
543,Super built-up  Area,Ready To Move,JP Nagar,4 BHK,Brnumnn,3200,4.0,2.0,279.79800874671014
544,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174,2.0,1.0,66.61251162129044
545,Super built-up  Area,Ready To Move,3rd Phase JP Nagar,4 BHK,,4500,4.0,3.0,421.5075053922378
546,Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,1.0,99.28034085789503
547,Plot  Area,Ready To Move,Shirdi Sai Nagar,7 Bedroom,,1000,7.0,3.0,137.38515958876474
548,Super built-up  Area,Ready To Move,Kamala Nagar,2 BHK,Dehtipt,1175,2.0,2.0,44.51223426714881
549,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1345,2.0,1.0,58.69727020557105
550,Plot  Area,Ready To Move,Ramamurthy Nagar,6 Bedroom,,1560,5.0,1.0,166.03796078974543
551,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1340,2.0,2.0,59.03810993758954
552,Built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,939,2.0,2.0,48.575751036885464
553,Super built-up  Area,Ready To Move,Sonnenahalli,1 BHK,,605,1.0,1.0,30.69509222746303
554,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1115,2.0,2.0,48.91979984584614
555,Built-up  Area,19-Dec,Electronic City,4 Bedroom,,2992,4.0,1.0,177.5394293330001
556,Super built-up  Area,17-Apr,Harlur,4 BHK,Prncyrn,2572,4.0,3.0,197.3978597178508
557,Plot  Area,Ready To Move,Kothannur,3 Bedroom,,1200,3.0,1.0,96.10968369322302
558,Super built-up  Area,18-Apr,Haralur Road,2 BHK,SNnia E,1225,2.0,1.0,63.67272292273895
559,Super built-up  Area,18-Dec,Electronics City Phase 1,2 BHK,Shitt S,1340,2.0,2.0,66.53038188948554
560,Super built-up  Area,18-Mar,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,57.618512587617026
561,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,79.14061871467241
562,Super built-up  Area,Ready To Move,Seegehalli,3 BHK,MRmesra,1874,2.0,3.0,117.15209946344908
563,Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1140,2.0,2.0,47.29524465060212
564,Built-up  Area,Ready To Move,Meenakunte,4 Bedroom,Sreat R,3677,4.0,0.0,236.9001967414094
565,Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,2 BHK,,1464,2.0,2.0,67.8777001198551
566,Plot  Area,18-Mar,yettagodi Road,3 Bedroom,,1200,3.0,0.0,85.63088131960836
567,Super built-up  Area,Ready To Move,Doddabommasandra,3 BHK,,1736,3.0,2.0,95.98696620780669
568,Built-up  Area,Ready To Move,Munireddy Layout,3 BHK,Kulons ,1600,2.0,1.0,80.87677258662613
569,Built-up  Area,18-Dec,Whitefield,2 BHK,,1249,2.0,1.0,60.93831611940233
570,Built-up  Area,Ready To Move,Chandapura,3 BHK,Siissi ,1323,2.0,2.0,44.86833965924247
571,Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,2.0,1.0,91.9721764531716
572,Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,,1100,2.0,2.0,55.1296633922852
573,Built-up  Area,19-Mar,"Panathur Road, ",2 BHK,,1210,2.0,1.0,60.890180499985235
574,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1200,2.0,2.0,54.982320988657236
575,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1452,3.0,3.0,60.4300006328694
576,Built-up  Area,Ready To Move,Doddakannelli,3 BHK,KPareis,1475,2.0,3.0,68.44519937018813
577,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,1.0,59.970587229176516
578,Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1910,3.0,2.0,124.95442529324275
579,Carpet  Area,Ready To Move,Basavangudi,4 BHK,BriewPa,2000,4.0,1.0,132.40140528919255
580,Super built-up  Area,Ready To Move,Celebrity Paradise Layout,1 BHK,,550,1.0,1.0,24.50589386631223
581,Super built-up  Area,Ready To Move,Puttappa Layout,2 BHK,Teara S,1400,2.0,1.0,84.40636617557834
582,Super built-up  Area,18-Apr,Electronic City Phase II,3 BHK,Sryalan,1220,2.0,1.0,37.82907869398452
583,Plot  Area,Ready To Move,Koramangala,2 Bedroom,,1350,2.0,0.0,118.62923344375572
584,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Emage H,1582,3.0,2.0,113.9193096273175
585,Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Srllaan,1121,2.0,3.0,48.835112036530006
586,Plot  Area,Ready To Move,Navodaya Nagar,2 Bedroom,,2000,2.0,0.0,146.23658602695596
587,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1244,2.0,2.0,54.24523991321118
588,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Ulure S,1090,2.0,2.0,46.342780849008605
589,Super built-up  Area,Ready To Move,Panathur,2 BHK,Saite G,1140,2.0,1.0,53.25985620755496
590,Super built-up  Area,Ready To Move,Kogilu,3 BHK,,1664,2.0,2.0,95.07768347284154
591,Plot  Area,Ready To Move,Kenchenhalli,2 Bedroom,,825,3.0,2.0,80.94153893966899
592,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,SrisePo,1640,2.0,0.0,87.88320983244277
593,Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,AsastDe,984,2.0,1.0,50.61771267591956
594,Super built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVodsve,1301,2.0,2.0,68.03496121961813
595,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,,2400,4.0,3.0,307.6125453304025
596,Super built-up  Area,Ready To Move,7th Phase JP Nagar,1 BHK,Brnia G,750,1.0,1.0,50.5132846025691
597,Built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,Chaldi ,1300,3.0,2.0,71.94212459365669
598,Plot  Area,Ready To Move,Hanumagiri,3 Bedroom,,1200,3.0,2.0,131.1666150442972
599,Plot  Area,Ready To Move,Basaveshwara Nagar,2 Bedroom,,1500,2.0,1.0,131.97291905602515
600,Super built-up  Area,17-Dec,Mysore Road,3 BHK,PrawnRa,1082,2.0,1.0,52.88132322371182
601,Super built-up  Area,20-Dec,Electronic City,3 BHK,KonteiT,1791,3.0,2.0,97.18268191442597
602,Super built-up  Area,Ready To Move,Devasthanagalu,3 BHK,CMhidal,1380,3.0,2.0,70.02924300120523
603,Built-up  Area,Ready To Move,PARAPPANAAGHRARA,2 BHK,,1150,2.0,2.0,54.17507981304707
604,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1410,2.0,2.0,62.49881426146688
605,Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Brglede,1211,2.0,1.0,69.17650139228134
606,Super built-up  Area,Ready To Move,Basavangudi,2 BHK,,960,2.0,2.0,48.56193137374884
607,Super built-up  Area,18-Apr,Whitefield,3 BHK,Prtates,2321,4.0,2.0,157.85653490296647
608,Built-up  Area,Ready To Move,HBR Layout,3 Bedroom,,2000,4.0,2.0,144.98119889594972
609,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Reiteee,1169,2.0,2.0,54.41368584226553
610,Super built-up  Area,Ready To Move,Vidyaranyapura,1 BHK,Mathipo,745,1.0,1.0,42.10700451830181
611,Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Emterl ,1389,2.0,2.0,73.73996413173883
612,Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1095,2.0,1.0,45.22803572353985
613,Super built-up  Area,19-Dec,Bannerghatta Road,3 BHK,,1894,3.0,1.0,118.68140301258329
614,Super built-up  Area,18-May,Sarjapur  Road,2 BHK,SJityaz,1308,2.0,1.0,71.78787807324991
615,Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,DSthi K,1170,2.0,2.0,46.86729065457686
616,Built-up  Area,Ready To Move,Brindavan Layout,2 Bedroom,,1100,2.0,0.0,76.34169877107466
617,Plot  Area,Ready To Move,Kalkere,6 Bedroom,,2116,5.0,,194.7063490013068
618,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,2 Bedroom,,1522.5,2.0,0.0,213.0749203334899
619,Built-up  Area,19-Dec,Uttarahalli,3 BHK,,1750,3.0,2.0,96.63374744408564
620,Plot  Area,Ready To Move,Ramamurthy Nagar,6 Bedroom,,1200,5.0,2.0,158.1355573751401
621,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1698,3.0,2.0,110.49328142101943
622,Super built-up  Area,Ready To Move,Billekahalli,3 BHK,,1610,2.0,2.0,73.99045834507574
623,Plot  Area,Ready To Move,Kalyan nagar,5 Bedroom,,600,5.0,0.0,77.82438246408898
624,Super built-up  Area,Ready To Move,Panduranga Nagar,3 BHK,SApusnu,1430,2.0,1.0,76.59513087356454
625,Built-up  Area,Ready To Move,Pai Layout,2 BHK,,1005,2.0,2.0,48.8832145798419
626,Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,Sanzaat,1564,2.0,1.0,97.69612455738653
627,Super built-up  Area,Ready To Move,Jakkur,2 BHK,BrdgeNo,1230,2.0,1.0,71.49746983746384
628,Built-up  Area,Ready To Move,1st Phase JP Nagar,1 BHK,Opamaan,790,1.0,1.0,62.300096099216
629,Built-up  Area,Ready To Move,8th Phase JP Nagar,6 BHK,,5000,6.0,2.0,227.21505479820362
630,Built-up  Area,Ready To Move,Brookefield,3 BHK,Saowson,1630,3.0,2.0,93.34166891578015
631,Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Pyaded ,800,2.0,2.0,46.87818686479921
632,Plot  Area,18-Mar,Medahalli,5 Bedroom,,800,5.0,1.0,107.15065297530859
633,Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1.0,1.0,45.30328469565072
634,Plot  Area,Ready To Move,Ulsoor,3 Bedroom,,4000,2.0,1.0,236.07225930605657
635,Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790,5.0,3.0,216.2425206441529
636,Plot  Area,Ready To Move,Bannerghatta Road,4 Bedroom,,3000,4.0,0.0,273.18806088717764
637,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Hahtsya,1180,2.0,2.0,50.612457318817725
638,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1530,3.0,2.0,77.82313869364752
639,Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,AztheBr,3004,4.0,,209.77292809005476
640,Built-up  Area,Ready To Move,Cox Town,2 BHK,,780,2.0,0.0,50.94741267266338
641,Built-up  Area,18-Dec,Bommasandra Industrial Area,2 BHK,,1165,2.0,1.0,46.175814848208226
642,Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1500,2.0,1.0,77.10472577561323
643,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2475,4.0,3.0,298.1575467438
644,Super built-up  Area,18-Jun,CV Raman Nagar,2 BHK,,1225,2.0,2.0,58.06059974030887
645,Built-up  Area,Ready To Move,Palace Road,4 BHK,,4730,2.0,1.0,190.87755970131994
646,Plot  Area,Ready To Move,Maragondanahalli,7 Bedroom,,1200,7.0,2.0,154.48413340174633
647,Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,800,2.0,0.0,65.73663118253445
648,Built-up  Area,Ready To Move,Cooke Town,3 BHK,,1550,3.0,3.0,85.66957088858722
649,Super built-up  Area,Ready To Move,Coffee Board Layout,2 BHK,,1285,2.0,1.0,77.40442313778483
650,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1265,2.0,2.0,66.90709327402156
651,Plot  Area,19-Dec,Basaveshwara Nagar Yelahanka,4 Bedroom,,5120,5.0,3.0,612.8134975458106
652,Super built-up  Area,18-Aug,Haralur Road,2 BHK,SNnia E,1225,2.0,1.0,63.67272292273895
653,Plot  Area,Ready To Move,Kavika Layout,1 Bedroom,,580,2.0,0.0,42.334807325793534
654,Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Maows M,1094.21,2.0,1.0,46.82176954200326
655,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Asintas,1350,2.0,1.0,78.99528663131893
656,Super built-up  Area,Ready To Move,Chandapura,2 BHK,,1200,2.0,2.0,43.41807275510429
657,Super built-up  Area,Ready To Move,Abbigere,8 BHK,,5000,8.0,1.0,229.37984292128843
658,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1303,2.0,2.0,57.770139484463556
659,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1135,2.0,2.0,44.70110473354418
660,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1740.91,3.0,2.0,102.4440926460806
661,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1238,2.0,1.0,57.712601239518605
662,Super built-up  Area,Ready To Move,Ambalipura,3 BHK,,1540,3.0,2.0,77.68047512539191
663,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,47.350208278013874
664,Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1208,2.0,2.0,66.78850967156774
665,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Shony S,1180,2.0,1.0,50.109877900189154
666,Built-up  Area,20-Jul,Sarjapur  Road,4 Bedroom,NVdenic,2876,4.0,0.0,185.31861874821482
667,Super built-up  Area,Ready To Move,Amruthnagar,2 BHK,Saeur G,1209,2.0,2.0,59.33327911937019
668,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2558,3.0,2.0,187.38782706288944
669,Super built-up  Area,18-Sep,Hennur Road,2 BHK,Maity W,1385,2.0,1.0,85.69275217571759
670,Super built-up  Area,Ready To Move,Lakkasandra,3 BHK,Mysha N,1513,3.0,1.0,87.63049290463516
671,Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,,525,1.0,1.0,23.20586144563963
672,Plot  Area,Ready To Move,Begur Road,7 Bedroom,,1000,4.0,3.0,112.18147947461898
673,Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,,950,2.0,1.0,46.014957949687286
674,Super built-up  Area,Ready To Move,Gubbalala,2 BHK,,958,2.0,1.0,42.5462442555335
675,Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1130,2.0,1.0,32.44434565775557
676,Plot  Area,Ready To Move,6th block Koramangala,4 Bedroom,,2400,5.0,3.0,444.8994502185257
677,Plot  Area,Ready To Move,Kadarenahalli,4 Bedroom,,1500,4.0,0.0,123.63754777091668
678,Super built-up  Area,Ready To Move,Bellandur,3 BHK,Srure S,1547,3.0,,79.60333757466361
679,Built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,2000,3.0,2.0,126.07100190592303
680,Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2690,4.0,3.0,194.12774438931604
681,Built-up  Area,18-May,Harlur,3 BHK,,1924,4.0,1.0,124.1534670502813
682,Built-up  Area,Ready To Move,Hennur,2 BHK,JahtsHe,1560,2.0,,74.98196366869851
683,Plot  Area,Ready To Move,Kammagondahalli,2 Bedroom,,1200,2.0,1.0,71.06152589044662
684,Super built-up  Area,Ready To Move,Devasthanagalu,3 BHK,Grmes L,1460,2.0,3.0,69.41460383555031
685,Built-up  Area,Ready To Move,Kothannur,5 Bedroom,,1600,5.0,,119.19723414466115
686,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Maana E,3930,4.0,3.0,333.4865436094201
687,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,47.350208278013874
688,Super built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,Gomeseg,1770,3.0,1.0,109.70436505460873
689,Built-up  Area,18-Dec,Electronic City,2 BHK,,1165,2.0,1.0,41.33669864861854
690,Built-up  Area,Ready To Move,Kodigehalli,2 BHK,Raellil,1285,2.0,0.0,86.70200121440588
691,Super built-up  Area,Ready To Move,Narayanappa Garden,3 BHK,Vacle P,2100,5.0,2.0,125.80226689828345
692,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,,935,2.0,2.0,52.10303661885246
693,Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,,1250,2.0,3.0,54.437696963898404
694,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1717,3.0,2.0,112.75013549134023
695,Built-up  Area,Ready To Move,Basaveshwara Nagar,1 BHK,,707,1.0,1.0,51.067543429647614
696,Super built-up  Area,Ready To Move,Kada Agrahara,2 BHK,BMngsr ,1047,2.0,2.0,47.426272513948525
697,Super built-up  Area,18-Feb,Thanisandra,4 BHK,Bhmesy ,3616,4.0,2.0,265.47052696893604
698,Super built-up  Area,20-Dec,Yelahanka New Town,2 BHK,DSantky,1000,2.0,1.0,37.689129611312374
699,Super built-up  Area,19-Nov,Thanisandra,2 BHK,,1066,2.0,1.0,44.58647962978565
700,Plot  Area,Ready To Move,Bannerghatta Road,1 Bedroom,,1200,2.0,0.0,58.90383227063729
701,Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1101,2.0,1.0,51.51014537181196
702,Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Prndsde,1250,2.0,2.0,67.82039448781427
703,Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,,635,1.0,1.0,27.91411507739046
704,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,755,1.0,1.0,34.95074421075434
705,Super built-up  Area,Ready To Move,Harlur,4 BHK,Prncyrn,2569,5.0,3.0,197.86500197486458
706,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1255,2.0,1.0,55.01504289179018
707,Built-up  Area,Ready To Move,Chikkabanavar,2 Bedroom,,1550,2.0,0.0,97.78819707137413
708,Super built-up  Area,Ready To Move,Hennur Gardens,2 BHK,,1061,2.0,2.0,45.646306025228924
709,Super built-up  Area,19-Jun,Hosa Road,3 BHK,Sosisic,1512,3.0,2.0,95.57739647365496
710,Super built-up  Area,19-Dec,Whitefield,3 BHK,,1820,3.0,1.0,103.64239086877382
711,Plot  Area,Ready To Move,Jigani,2 Bedroom,,1200,2.0,1.0,76.6840585806553
712,Super built-up  Area,Ready To Move,Byrasandra Extension,3 BHK,,2000,2.0,1.0,117.98191122277223
713,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,970,2.0,1.0,45.25655553998183
714,Super built-up  Area,21-Jan,Tumkur Road,3 BHK,Sapus S,1448,2.0,1.0,77.44867807295954
715,Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,38.91898064168772
716,Plot  Area,Ready To Move,Maruthi Nagar,3 Bedroom,MNncysi,1500,3.0,2.0,129.51013396701413
717,Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,ViistLa,1215,2.0,1.0,54.13838350763727
718,Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,4 BHK,PrBayGa,4000,6.0,1.0,351.1029149955654
719,Built-up  Area,Ready To Move,Coffee Board Layout,3 Bedroom,,2300,2.0,1.0,196.51720264281644
720,Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,985,2.0,1.0,26.035247116730364
721,Plot  Area,Ready To Move,Tindlu,2 Bedroom,,1120,2.0,1.0,66.56670480429968
722,Super built-up  Area,21-Dec,Electronic City,2 BHK,KonteiT,1241,2.0,2.0,52.88754181646092
723,Plot  Area,Ready To Move,Basavangudi,4 Bedroom,,2437,4.0,3.0,290.28308096562387
724,Plot  Area,Ready To Move,Sunkadakatte,3 Bedroom,,1200,2.0,2.0,77.0550033054249
725,Super built-up  Area,22-Jun,2nd Phase Judicial Layout,2 BHK,,1100,2.0,1.0,55.56411467999925
726,Super built-up  Area,Ready To Move,Whitefield,3 BHK,,1724,3.0,3.0,95.80814388172872
727,Built-up  Area,Ready To Move,Banashankari Stage II,5 Bedroom,,3000,5.0,2.0,182.42715082673286
728,Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,,1125,2.0,2.0,49.97404495429875
729,Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3436,5.0,3.0,468.6965485599648
730,Built-up  Area,Ready To Move,Jalahalli,4 BHK,Tahtsla,3083,4.0,2.0,253.52348552208383
731,Super built-up  Area,Ready To Move,Devanahalli,2 BHK,,1000,2.0,1.0,42.537041503982806
732,Super built-up  Area,Ready To Move,Dinnur,3 BHK,,1700,3.0,1.0,103.85529477708097
733,Built-up  Area,Ready To Move,Koramangala Industrial Layout,4 Bedroom,,2500,5.0,3.0,149.9025042781871
734,Super built-up  Area,21-Feb,Talaghattapura,3 BHK,Sodgere,1868,3.0,1.0,125.43219666134343
735,Built-up  Area,Ready To Move,Jakkur,4 BHK,MMiewke,1697,3.0,3.0,100.06592018041378
736,Plot  Area,Ready To Move,Sunkadakatte,1 Bedroom,,901,1.0,0.0,49.51799348305834
737,Plot  Area,Ready To Move,Syndicate Bank Colony,4 Bedroom,,1500,4.0,3.0,165.69764395273205
738,Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Prdhue ,1240,2.0,2.0,61.74203833477612
739,Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1341,2.0,2.0,59.14143466678326
740,Built-up  Area,Ready To Move,Hebbal,4 BHK,RMudeat,3895,2.0,1.0,235.78157387342728
741,Built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535,3.0,2.0,78.8050911863217
742,Super built-up  Area,Ready To Move,Kammagondahalli,2 BHK,DiiteR ,861,2.0,1.0,35.69375644897823
743,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Jaw 2 L,1100,2.0,2.0,45.9060752158978
744,Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,1020,2.0,1.0,41.39889849760698
745,Plot  Area,Ready To Move,Parappana Agrahara,9 Bedroom,,1500,9.0,2.0,191.79017465927086
746,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1100,2.0,1.0,46.08934489335621
747,Super built-up  Area,18-Nov,Kothannur,2 BHK,,1080,2.0,2.0,45.63652776839703
748,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Toindls,2500,3.0,1.0,183.9185754587492
749,Super built-up  Area,18-Mar,Thyagaraja Nagar,3 BHK,,1650,3.0,3.0,98.18037779993738
750,Super built-up  Area,Ready To Move,Sunkadakatte,2 BHK,,700,2.0,1.0,34.445973488195186
751,Super built-up  Area,18-Mar,Jakkur,3 BHK,Lecco C,4150,5.0,1.0,345.0340535779385
752,Plot  Area,18-Dec,Ambedkar Nagar,3 Bedroom,Thessrm,2900,3.0,2.0,242.52321617670756
753,Plot  Area,18-Dec,Attibele,3 Bedroom,AkArkti,1200,3.0,,111.61874581163619
754,Super built-up  Area,Ready To Move,Devanahalli,2 BHK,Brrds O,1080,2.0,1.0,57.44266529458954
755,Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,Brtiael,1735,3.0,2.0,126.4204476153588
756,Built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,Srera P,1210,2.0,2.0,58.65954466756056
757,Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1150,2.0,1.0,54.93080325545668
758,Super built-up  Area,20-Jun,Talaghattapura,4 BHK,Toreeic,5407,5.0,0.0,423.50834077812385
759,Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Paoliy ,1865,4.0,2.0,121.16754242383533
760,Plot  Area,Ready To Move,Herohalli,2 Bedroom,,1350,2.0,0.0,93.79231371441392
761,Plot  Area,18-Sep,Whitefield,3 Bedroom,,1200,3.0,1.0,79.84337969187995
762,Super built-up  Area,19-Dec,Hoodi,4 BHK,Caycend,2041,4.0,0.0,121.38561755001402
763,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Mileeou,1445,2.0,1.0,75.92857041831041
764,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,,1690,3.0,2.0,96.20732245664203
765,Super built-up  Area,18-Apr,3rd Phase JP Nagar,2 BHK,,1200,2.0,3.0,68.13521845112236
